param_offset,param_seed,param_n_estimators,mean_test_score,std_test_score
0.4,1346,250,0.1879286398682053,0.0037525987411533845
0.4,1402,50,0.18791628903850535,0.006425023395409034
0.4,1262,250,0.18784090110877055,0.0046689769982585306
0.4,1234,150,0.18778347514260343,0.0032182376684182297
0.4,1346,300,0.18777764039443287,0.0032576196420336097
0.4,1269,200,0.187669361265707,0.004241910010533201
0.4,1395,150,0.1876686558520279,0.0063214383163224894
0.4,1353,25,0.187611381077816,0.009193661282685887
0.4,1311,25,0.1875893032377391,0.006217796804020037
0.4,1416,250,0.1874278877955624,0.004761599914312147
0.4,1374,100,0.1870987701039602,0.006540314614516828
0.6,1332,150,0.18705752840749995,0.04245389494811426
0.4,1367,200,0.18704774653333206,0.004409276861208806
0.4,1353,150,0.1870390178388936,0.0036912874191409955
0.4,1437,250,0.18701684699873256,0.0035702164771652597
0.4,1297,50,0.18697685364554334,0.005396325528228651
0.4,1318,150,0.18692254366489286,0.0024624400492408455
0.4,1318,250,0.18685224594696823,0.002796653490773017
0.4,1374,300,0.18676911593987447,0.0036181615451026604
0.4,1269,300,0.18658284779602602,0.00412125238831447
0.4,1353,50,0.18656509494829443,0.006228674599626575
0.4,1318,25,0.18651181303128814,0.007156667988626949
0.4,1423,100,0.18644339647946626,0.004759719663112349
0.4,1360,100,0.18643224886942358,0.005028950807486845
0.4,1402,150,0.18638098958931598,0.007395116289899491
0.4,1241,300,0.18627688405500958,0.0039010128553947703
0.4,1262,300,0.18625098364428613,0.0033452410948216593
0.4,1416,150,0.1861815923129906,0.00438578209527434
0.4,1416,300,0.18617074219784513,0.004899842366704666
0.4,1276,50,0.1860973486345304,0.010089154438178016
0.4,1353,250,0.18599597341781093,0.0035090817580000736
0.4,1346,100,0.18585730170673015,0.0028763080809694214
0.4,1325,100,0.1856934902892941,0.0035335899399382303
0.6,1353,25,0.18568219349110976,0.07448321418751505
0.4,1276,100,0.18567964002689372,0.006501875589150435
0.4,1297,150,0.18567445415311654,0.0029398369396029795
0.4,1339,100,0.18567108978284272,0.0050150031730055444
0.4,1367,300,0.1854252533011222,0.004626119481732751
0.4,1276,150,0.18530667154400912,0.007020062825692831
0.4,1409,150,0.18526749970998238,0.0031824611737834695
0.4,1353,300,0.1852642017801442,0.003492100064860523
0.4,1255,200,0.18526239486579751,0.005028443769277533
0.4,1402,200,0.1850851607353752,0.005283277215426979
0.4,1269,100,0.18503661861895648,0.005306624200856606
0.4,1374,150,0.18499609764586683,0.0054995633595972945
0.4,1262,100,0.18498765445740586,0.004422374154789049
0.4,1297,100,0.18497388568797052,0.002481943478926872
0.4,1381,300,0.18496204119594167,0.005382597924052297
0.4,1339,300,0.18489311208005937,0.0036150165242841365
0.4,1255,300,0.18486931179990443,0.0037198697132386684
0.4,1395,300,0.1848553633613879,0.003493333430776397
0.4,1381,250,0.18480602611169789,0.004889782885283217
0.4,1255,100,0.18466669116260204,0.00875220122816846
0.4,1311,300,0.1846482314973869,0.0027741507778020363
0.4,1269,250,0.18458235599232284,0.003625736982052179
0.4,1332,150,0.18454686477841054,0.003071255719121182
0.4,1241,250,0.1845088432238352,0.004333813615208204
0.4,1276,300,0.1844851146066341,0.004349545144708477
0.4,1430,50,0.184464129100121,0.0060558113032978325
0.4,1297,300,0.1844595967828177,0.0020380149662412458
0.4,1234,50,0.18445411493592523,0.0038699244777191995
0.4,1409,300,0.18440568485294534,0.0028391051005763946
0.4,1402,300,0.18437934345803977,0.004053512971967506
0.4,1395,250,0.18433078204209036,0.0037878070968127356
0.4,1388,300,0.18424760242419064,0.004728889740143928
0.4,1255,250,0.18423559807854878,0.004015763696577255
0.6,1332,50,0.1842336267323962,0.04615763370401212
0.4,1248,150,0.1842141298681446,0.003553536841346093
0.4,1409,250,0.18418453550105524,0.0038726658163991223
0.4,1388,25,0.18415934107317877,0.007949845394680707
0.4,1367,250,0.18415423509083623,0.004384102658545029
0.4,1339,150,0.18415213769914346,0.0028406594960731176
0.4,1388,200,0.18414378746567622,0.00556994237239292
0.4,1248,100,0.18406290793511346,0.005323984092636147
0.4,1318,300,0.18406104272486346,0.003016542579407638
0.4,1304,300,0.18401956454156085,0.0028120980770653474
0.4,1430,200,0.18399949796878873,0.005001548648645139
0.4,1353,200,0.1839366793012465,0.0035180264482318284
0.4,1304,250,0.1839016579437629,0.0015974421064469525
0.4,1276,250,0.1837627408697501,0.004195974050458886
0.4,1388,250,0.18370587807302824,0.006396020516332458
0.4,1395,50,0.1836475456658768,0.005531111595630038
0.4,1430,150,0.18364397972385763,0.004893864073419414
0.4,1395,100,0.1836161909128079,0.006457937178256903
0.4,1283,300,0.18357769979589092,0.005351584196211347
0.4,1283,200,0.18348776321504004,0.006248249337964654
0.4,1374,250,0.18347049896140658,0.0038494701688617143
0.4,1269,150,0.18346685650052397,0.005600098323824056
0.4,1409,200,0.18343840926578567,0.00353045983371364
0.4,1248,200,0.18334213164716445,0.0039460191813618485
0.4,1409,100,0.1833255173832286,0.0021213901106339208
0.4,1374,200,0.18328994830673087,0.0035455741476163685
0.4,1388,100,0.18323959965866715,0.0076976242129616216
0.4,1339,200,0.18322653617494403,0.003679992988008072
0.6,1283,50,0.1831748530857092,0.033458736941512454
0.4,1339,250,0.18315413313778137,0.003755017730286716
0.4,1290,300,0.1831452907474981,0.0038416601070504442
0.4,1430,100,0.1830420733789504,0.004769889358070404
0.4,1423,300,0.18300824051520637,0.004977330620325548
0.4,1311,250,0.1829259823009123,0.0021221214781945116
0.4,1297,250,0.18288316434688284,0.0019024205308524214
0.4,1402,250,0.18285279542769553,0.00465023570019394
0.4,1248,250,0.1827661037684905,0.0036469147885667083
0.4,1311,200,0.18273567214516614,0.003092107976014257
0.4,1332,200,0.18271793481999932,0.001762554252634256
0.4,1430,300,0.18262463715126662,0.0036456772453679663
0.4,1423,250,0.18253180108875058,0.004372030834125053
0.4,1255,25,0.1824820748615259,0.017050999915678273
0.4,1276,25,0.1824053048501528,0.008498392175193057
0.4,1283,250,0.18233550359950923,0.006091603383890602
0.4,1283,150,0.18232812478519375,0.006185034666346331
0.4,1290,250,0.18231751176082867,0.005393190433508609
0.4,1248,300,0.18231393271727964,0.003130836409829265
0.4,1311,150,0.18230155260623,0.004463651116954428
0.4,1297,200,0.18225636623904234,0.002211943173724278
0.4,1423,150,0.18210403627120025,0.004803996884577617
0.4,1290,100,0.1821039800522442,0.007470097213072311
0.4,1332,300,0.1820815509985603,0.003969500483049573
0.4,1276,200,0.18201613417350399,0.005454582710473617
0.4,1430,250,0.18198551993843454,0.0034360893811953928
0.4,1388,150,0.181847866041913,0.005919544284950228
0.4,1241,150,0.18167046531782902,0.00552254491581649
0.4,1325,300,0.18163713695114597,0.0018097957906169759
0.4,1255,150,0.18162303945632755,0.0057383992292982374
0.4,1290,25,0.18153714193811718,0.00915751709058416
0.4,1360,150,0.18146685163541904,0.005832447207065844
0.4,1402,100,0.18136612568148164,0.006800566204203513
0.4,1332,250,0.18118312488261937,0.0022749994629718694
0.4,1360,300,0.1811575951037207,0.002558228922691808
0.4,1241,200,0.18115388613899247,0.005579870633890055
0.4,1311,100,0.1810498595415427,0.0036376578979355335
0.4,1241,100,0.18094547378656384,0.008364150479419612
0.4,1325,250,0.18085937092428514,0.0022428217612156815
0.4,1325,150,0.18057468208266453,0.003913109697452632
0.4,1423,200,0.18054079729016714,0.005707765577052311
0.4,1304,200,0.18025512178144273,0.002636617932402869
0.6,1332,100,0.18019311015779035,0.042236810251130436
0.4,1360,50,0.18009361538203295,0.0077402609281824585
0.4,1360,250,0.18005637596663587,0.0034254415828979924
0.4,1241,50,0.18001338605452705,0.00444864287671375
0.4,1325,200,0.17991369185256342,0.002569872729877085
0.4,1360,200,0.17977728842260837,0.0030369924364802045
0.6,1255,25,0.1796561524279107,0.04424581604997658
0.6,1346,25,0.17962025212389465,0.026699837822220605
0.4,1346,50,0.17959199056310626,0.0021961034363608164
0.4,1304,150,0.1793510809455109,0.0015432998085002528
0.4,1255,50,0.17925541985472954,0.014902481191063324
0.4,1290,200,0.17918435437332692,0.005088947960076486
0.4,1304,100,0.17892440145073119,0.0031873920654117717
0.4,1346,25,0.17868661273152248,0.005386695310063006
0.6,1353,50,0.17860350730133495,0.056330188005478704
0.6,1409,50,0.1784438368648895,0.036294933531424906
0.4,1304,25,0.178419607525035,0.003678109995032608
0.6,1332,200,0.1783204400359549,0.03622558260495032
0.4,1290,150,0.17829583490755702,0.005544831204707818
0.4,1304,50,0.17821933393444953,0.0058974219798365686
0.6,1395,100,0.17820216514405063,0.04456993230381703
0.4,1241,25,0.1776669851342672,0.005192452491472686
0.4,1234,25,0.17669354634702877,0.005369377223348653
0.4,1311,50,0.17658535764314184,0.0030323990761926115
0.6,1297,25,0.17653035885211849,0.050600950317097874
0.4,1381,25,0.17633426243585354,0.00914804827228751
0.6,1318,100,0.17628364765108068,0.04313697682772009
0.4,1248,25,0.17588479378731772,0.004716886536398955
0.4,1360,25,0.17441164187647223,0.0038497476466597684
0.6,1395,150,0.17372656155674812,0.034146527918965434
0.6,1367,25,0.1725035782231313,0.05848352178679243
0.6,1255,50,0.17102697682195858,0.03290531888510204
0.6,1332,300,0.17036912508091492,0.027269707062783165
0.6,1325,50,0.17027709708080724,0.05267093640763868
0.6,1276,25,0.17008573146888137,0.052790885128397
0.6,1332,250,0.16947249240119627,0.03411154895835703
0.6,1318,50,0.16890786723727397,0.05047546138462889
0.6,1276,150,0.16852379601824602,0.03858622121576372
0.6,1304,25,0.16793880506074305,0.0391087555876458
0.6,1395,200,0.16714447481915798,0.03712489069042915
0.6,1353,100,0.1658421922679434,0.045820236615636625
0.6,1423,150,0.16441755831035182,0.035105826332823366
0.6,1430,100,0.16410513092384477,0.04723950102913654
0.6,1311,25,0.16410452310711268,0.06936336002142894
0.6,1283,150,0.16378056497397303,0.025420115973370634
0.6,1318,300,0.16362033482883157,0.03070374100072475
0.6,1325,100,0.1634695544172863,0.029235234925884455
0.6,1276,100,0.16311571177004974,0.033549785009986635
0.6,1416,150,0.16282120836924946,0.027051085905534525
0.6,1318,250,0.16162486391728914,0.03110668498570379
0.6,1395,25,0.1607642874965042,0.02656770833605988
0.6,1241,25,0.16041813855093184,0.0374473989830528
0.6,1325,25,0.1602450921434271,0.06408298523292537
0.6,1395,250,0.15992739592420846,0.03203983643594565
0.6,1290,250,0.1598283938230851,0.0356386557883651
0.6,1318,200,0.15962611142244282,0.027898587303911475
0.6,1290,50,0.15898249018175764,0.03829177994287695
0.6,1255,100,0.1588948663275021,0.026937012632118337
0.6,1395,50,0.15862506135584228,0.039598127718846715
0.6,1325,300,0.15810640431590997,0.020383452436014606
0.6,1325,250,0.15800199836462503,0.023122859066157374
0.6,1423,50,0.1579407392834503,0.025645216330824637
0.6,1416,100,0.15771520967879232,0.020955408341525244
0.6,1262,25,0.1576762364102722,0.03892477881811271
0.6,1325,150,0.15725023239737201,0.025409500476427715
0.6,1290,25,0.15703310178432733,0.05255318681218335
0.6,1283,250,0.1563094789634845,0.032741597874284586
0.6,1423,200,0.1559758761099473,0.02339764907594587
0.6,1353,250,0.15575453938393663,0.04310918698204733
0.6,1325,200,0.15556101364211014,0.031261313173508595
0.2,1395,200,0.1550374024921774,0.00031049522004508164
0.2,1381,200,0.1550374024921774,0.00031049522004508164
0.2,1374,200,0.1550374024921774,0.00031049522004508164
0.2,1367,200,0.1550374024921774,0.00031049522004508164
0.2,1360,200,0.1550374024921774,0.00031049522004508164
0.1,1311,150,0.1550374024921774,0.00031049522004508164
0.1,1304,150,0.1550374024921774,0.00031049522004508164
0.1,1297,150,0.1550374024921774,0.00031049522004508164
0.1,1290,150,0.1550374024921774,0.00031049522004508164
0.1,1283,150,0.1550374024921774,0.00031049522004508164
0.1,1276,150,0.1550374024921774,0.00031049522004508164
0.1,1269,150,0.1550374024921774,0.00031049522004508164
0.1,1262,150,0.1550374024921774,0.00031049522004508164
0.1,1255,150,0.1550374024921774,0.00031049522004508164
0.2,1388,200,0.1550374024921774,0.00031049522004508164
0.3,1332,200,0.1550374024921774,0.00031049522004508164
0.3,1325,200,0.1550374024921774,0.00031049522004508164
0.3,1318,200,0.1550374024921774,0.00031049522004508164
0.3,1311,200,0.1550374024921774,0.00031049522004508164
0.3,1304,200,0.1550374024921774,0.00031049522004508164
0.3,1297,200,0.1550374024921774,0.00031049522004508164
0.3,1290,200,0.1550374024921774,0.00031049522004508164
0.3,1283,200,0.1550374024921774,0.00031049522004508164
0.3,1276,200,0.1550374024921774,0.00031049522004508164
0.3,1269,200,0.1550374024921774,0.00031049522004508164
0.2,1402,200,0.1550374024921774,0.00031049522004508164
0.3,1255,200,0.1550374024921774,0.00031049522004508164
0.3,1248,200,0.1550374024921774,0.00031049522004508164
0.3,1241,200,0.1550374024921774,0.00031049522004508164
