 0.0 0.25 0.5 0.75 1.0
0.5 0.16030214015946279 0.16030214015946279 0.16030214015946279 0.16030214015946279 0.2994015015123421
0.6 0.22754160941737547 0.27303768221565755 0.2701154319915633 0.26835311363018394 0.266481228564614
0.7 0.5178466941771716 0.500241570760236 0.4782735121326032 0.45253338549418565 0.40528950509227957
