 0.0 0.25 0.5 0.75 1.0
0.5 0.16030214015946279 0.16030214015946279 0.16030214015946279 0.16030214015946279 0.2862661601667507
0.6 0.2202619037161261 0.2722249271898818 0.26902890930842005 0.2678815118122126 0.26599424478114064
0.7 0.5447941867735661 0.5431557912097479 0.5105799045799493 0.46284094194486664 0.39343576931630164
