 0.0 0.25 0.5 0.75 1.0
0.5 0.16030214015946287 0.16030214015946287 0.16030363565475308 0.16033656610015315 0.2994015015123421
0.6 0.1863652063137522 0.2077183135521613 0.25322161648326214 0.27621962999037986 0.266481228564614
0.7 0.31570744465963324 0.3437646621782973 0.4192115487839813 0.467863728285081 0.40528950509227957
