 0.0 0.25 0.5 0.75 1.0
0.5 0.16030214015946279 0.16030214015946279 0.16030214015946279 0.16030214015946279 0.22267124271848127
0.6 0.2015604449337782 0.2651020980506545 0.267003267596357 0.26480912623831526 0.26472519668662814
0.7 0.42035157038569065 0.4173098552233992 0.413301823037978 0.40809131010868416 0.4020328035101612
