 0.0 0.25 0.5 0.75 1.0
0.5 0.16030214015946287 0.16030214015946287 0.16030214015946287 0.16030214015946287 0.22267124271848124
0.6 0.1775335548724105 0.2088837239575721 0.2561924084327052 0.26744671384556334 0.26472519668662814
0.7 0.3148255789895114 0.341160979331872 0.37126103419723516 0.3954089306855586 0.4020328035101611
