 0.0 0.25 0.5 0.75 1.0
0.5 0.16030214015946284 0.16030214015946284 0.16030214015946284 0.16031448459298467 0.2994015015123421
0.6 0.19651595058570942 0.22392997277045343 0.257733174361191 0.2742664956928032 0.266481228564614
0.7 0.3665013866202654 0.3842748614546239 0.4360474990103016 0.46448985101081586 0.40528950509227957
