param_offset,param_seed,param_n_estimators,mean_test_score,std_test_score
0.5,1395,50,0.5064744880797679,0.011691532519423698
0.5,1255,25,0.506356361723636,0.03158648077738151
0.5,1430,25,0.5054757688315616,0.031461598721876476
0.5,1339,200,0.5035948015130273,0.015255414903299161
0.5,1381,200,0.5030826289819802,0.02220164127689674
0.5,1332,150,0.5020075240418932,0.008539461512557557
0.5,1381,150,0.5013747819506249,0.027582304565672604
0.5,1241,25,0.5006872404486199,0.041015180609053035
0.5,1234,100,0.500406645474977,0.020262939290266648
0.5,1367,50,0.500226279127992,0.024642526890953132
0.5,1269,25,0.5000022660956469,0.020311959809011387
0.5,1416,150,0.4999430654110856,0.018618435381943473
0.5,1325,100,0.4995155320243077,0.025573250012777986
0.5,1409,50,0.4988763329837373,0.03200816117845013
0.5,1416,100,0.4983210692411634,0.015781557744427115
0.5,1388,50,0.4969553794141179,0.03375645974714381
0.5,1353,50,0.4969162720742098,0.011836426159724281
0.5,1262,25,0.4962733603797135,0.04996896022922368
0.5,1346,50,0.49549817461954576,0.01509589760583073
0.5,1318,100,0.49533092926481953,0.019101244415130142
0.5,1402,100,0.49479277000707694,0.032641749108884656
0.5,1339,150,0.49360977713503357,0.023595432364096332
0.5,1276,50,0.49341616424489054,0.02454693232419321
0.5,1381,100,0.49266709912700063,0.019864656807973485
0.5,1409,25,0.49160010605012355,0.0315400090887385
0.5,1290,25,0.4912710899168585,0.021083975177148724
0.5,1402,25,0.49121099268587753,0.06442933230909635
0.5,1332,50,0.49109974913908533,0.017125021321804407
0.5,1325,50,0.49035648984249997,0.03266297550923718
0.5,1283,100,0.48937396254159343,0.02530359642608003
0.5,1353,25,0.4892040371305497,0.01078702195202915
0.5,1339,100,0.4879390907633353,0.012783921522103753
0.5,1360,25,0.4870515883323468,0.04518489530746713
0.5,1416,50,0.486982842489528,0.027594585812368518
0.5,1318,50,0.48582105347291693,0.022627037416001788
0.5,1311,50,0.4839989833813713,0.03097896965540626
0.5,1248,25,0.48307547785846905,0.011980275335505263
0.5,1381,50,0.48209341574135306,0.022288801749316415
0.5,1283,50,0.4808537461507928,0.03134252758188125
0.5,1234,50,0.4789107887596128,0.025262620218545504
0.5,1395,25,0.47828076093049354,0.019415537143195945
0.5,1304,25,0.4775468629032419,0.019779407226683195
0.5,1318,25,0.477174826180661,0.018615740516748858
0.5,1283,25,0.47694929391278473,0.024129148236291476
0.5,1311,25,0.47590278793319324,0.014576121555169123
0.5,1276,25,0.4758406708237864,0.02783957615545884
0.5,1297,25,0.4753705339624079,0.03403039409075001
0.5,1339,50,0.474194624311854,0.02940822376916078
0.5,1367,25,0.4727198855632279,0.04420788696019486
0.5,1416,25,0.47144863166353,0.017104378825083442
0.5,1339,25,0.46956327327089664,0.03389524997620036
0.5,1381,25,0.4646094476436794,0.018159716853650528
0.5,1346,25,0.4632706087450056,0.04441001157124455
0.5,1234,25,0.46106205911076376,0.049265459041947145
0.5,1388,25,0.4571082706983954,0.03280923561195756
0.4,1402,25,0.21667893008806566,0.013366721446052261
0.4,1423,25,0.21025433315860687,0.01587738478768123
0.6,1318,25,0.20952891946336055,0.03535323461004172
0.4,1374,25,0.20843251744389155,0.01621659091498013
0.4,1332,25,0.2083594844279275,0.019844379332248255
0.4,1262,25,0.20721526062151127,0.009750142327775116
0.4,1423,50,0.20522053268527993,0.01578948673922598
0.6,1304,25,0.20440655452317863,0.03435257737302966
0.4,1283,25,0.20324571805810399,0.014679229532209454
0.6,1409,25,0.20208227549189667,0.017751015566206424
0.4,1325,25,0.20155652142141206,0.009441301189509234
0.4,1409,25,0.2009110299062758,0.00232041774494398
0.4,1437,50,0.2005321772351846,0.012239306740785433
0.6,1346,25,0.19997022924203892,0.011878254469910213
0.4,1332,50,0.19928769368098442,0.013117743898231012
0.6,1332,25,0.19912009577445794,0.05517949532020197
0.4,1339,25,0.198796113736849,0.013864708384797178
0.4,1437,25,0.19863485413764748,0.016644911899736846
0.4,1283,50,0.1983152323121657,0.010551556012095054
0.6,1318,50,0.19771707113187717,0.013103346325915064
0.4,1416,25,0.19755595538651474,0.010691706541551214
0.4,1325,50,0.19591492329939514,0.008657871150442902
0.4,1269,25,0.19545165409807855,0.018872334247316075
0.4,1416,50,0.19529241872839606,0.010305702060160574
0.4,1262,50,0.19524469305304618,0.012497229126983934
0.4,1430,25,0.19451234223761202,0.012510885732729618
0.4,1290,50,0.19447725120312026,0.008687944722020611
0.4,1416,100,0.19425326372190424,0.009021019904223705
0.4,1381,100,0.1939263865978411,0.01434504040339975
0.4,1416,200,0.1938855062330283,0.006785226558627851
0.4,1367,100,0.19386548622556138,0.011737095777402586
0.6,1283,25,0.19374643255501586,0.03485891511172734
0.6,1283,50,0.19354835282907204,0.029003856506443968
0.4,1339,50,0.1932785076513273,0.009426574786159476
0.4,1367,150,0.19275959090719122,0.010870307587874821
0.4,1430,50,0.1920479660568118,0.011648006717337104
0.6,1423,50,0.1919018706586188,0.04141930151523996
0.4,1269,50,0.1914515823570192,0.014827046904797614
0.4,1402,50,0.19138505568346814,0.009587344022185628
0.4,1283,100,0.1911530526724584,0.01095692266668435
0.4,1409,50,0.1911393932392884,0.008420610753695955
0.4,1332,100,0.1906177936185592,0.008963793952205668
0.4,1367,25,0.19049074891042456,0.013556367780914727
0.4,1437,300,0.1904865443538471,0.006965377333084366
0.4,1360,100,0.19040507229062603,0.015420329968615526
0.4,1381,150,0.19007808621389416,0.010775972834894431
0.4,1437,200,0.18995898636176708,0.007001228961901056
0.4,1381,50,0.1898641460139942,0.013714073350458314
0.4,1360,50,0.18984006147274876,0.01516132176451239
0.4,1353,100,0.18972580572369205,0.012424120709084345
0.4,1234,250,0.18948885019131007,0.01084898774196516
0.4,1318,50,0.18942389255818698,0.013569448384610982
0.4,1360,25,0.18941802675670813,0.019069346296257988
0.4,1367,50,0.18941774753099494,0.012591674758565374
0.4,1416,250,0.18939746178030126,0.007523249825272409
0.4,1437,100,0.18904414404768527,0.007231215172588969
0.4,1325,100,0.18878967969854119,0.009475727033545451
0.4,1437,150,0.18874166314770457,0.0061436164319876
0.4,1262,150,0.18872298153869832,0.008483023051870322
0.4,1290,25,0.18871726060576838,0.010409323084750505
0.4,1416,300,0.1885798812828931,0.009826352014867572
0.4,1318,100,0.18848567471010189,0.010822993315661139
0.4,1318,150,0.1884264628714789,0.009015370697452257
0.4,1430,150,0.18840887226301023,0.011990426893543547
0.4,1374,100,0.18830254234772575,0.011017571123097274
0.4,1353,250,0.18793671175833782,0.010301084468299988
0.4,1234,300,0.18790501168241747,0.010323382767711112
0.4,1374,50,0.18788732084984713,0.010814583359837674
0.4,1318,200,0.18781022162889038,0.007974904909537108
0.4,1423,100,0.18780211476654565,0.01120266859769703
0.4,1304,25,0.18774449517623593,0.012786657654075669
0.4,1437,250,0.18758550227010834,0.006891390695690824
0.4,1395,200,0.18752736348780474,0.010778881161788132
0.4,1374,300,0.1874586962602199,0.010839751229108217
0.4,1234,100,0.1874098860980606,0.009033824935800256
0.4,1318,25,0.18736022460975377,0.01888117210491315
0.4,1297,25,0.18731012361463775,0.0167332274802757
0.4,1367,200,0.18730025860341468,0.010145102530749645
0.4,1395,25,0.18729475110634022,0.00918605141759688
0.4,1395,150,0.18721946437824494,0.011434668229239012
0.4,1402,150,0.18712619757100468,0.010175450582060269
0.4,1353,150,0.1870518937491865,0.012673291378923512
0.4,1346,200,0.18701986109056276,0.008980582617495276
0.4,1353,300,0.1870150041044424,0.009783735551174927
0.4,1430,200,0.18696921996166824,0.011355976213131254
0.4,1416,150,0.18681125145752459,0.007204017954717955
0.4,1304,50,0.18659560827118998,0.011123731747394597
0.4,1346,300,0.18657444876353074,0.00842490343225819
0.4,1234,200,0.18655897986411102,0.010904760928168255
0.4,1430,100,0.18649166925921185,0.012024406825279346
0.4,1346,250,0.18641286827925688,0.00832510868805938
0.4,1402,200,0.18634713618562276,0.009849199060991772
0.4,1360,150,0.18633211453491122,0.01188450581481487
0.4,1430,300,0.18631591697946592,0.009560797022573902
0.4,1262,200,0.18625299425271502,0.009163766205164816
0.4,1367,300,0.18617784917671354,0.009800324229830204
0.4,1318,250,0.1860970697490923,0.008479887263917215
0.4,1262,250,0.1860358707446263,0.008589051742322294
0.4,1430,250,0.18598348640506446,0.00957165268315448
0.4,1269,300,0.18589812004523046,0.008097330891028575
0.4,1283,150,0.18584551077569855,0.010949587932041871
0.4,1402,300,0.1858343517505519,0.01203079263606654
0.4,1304,250,0.1857272740300077,0.01100604469930284
0.4,1276,100,0.1857229260252636,0.01019202246976518
0.4,1374,150,0.1856168227615656,0.011987077627130813
0.4,1255,200,0.18559586745770926,0.013102553719465764
0.4,1269,200,0.18550890331118072,0.00982083514573314
0.4,1395,300,0.18549315532408622,0.01111927718166236
0.4,1381,25,0.1854835314829163,0.016239034991522305
0.4,1255,300,0.1854412497097082,0.011612076382957505
0.4,1388,50,0.18539129097367898,0.0051286360015383725
0.4,1262,300,0.18528440782917827,0.007814214696381517
0.4,1255,250,0.18527484841637365,0.011685864777341891
0.4,1262,100,0.18523403185976917,0.009582506424873828
0.4,1332,150,0.185165164106071,0.009137757556287249
0.4,1374,250,0.1851234675775329,0.011893438175438104
0.4,1283,300,0.18508064374111105,0.007876766143660075
0.4,1423,250,0.18505307333822668,0.008499485849278947
0.6,1423,100,0.18504964675969013,0.04045759907270807
0.4,1339,300,0.1850112767972298,0.007308859700343495
0.4,1311,300,0.18500149873188065,0.009857899285741612
0.4,1402,250,0.18487345214134945,0.010342865648303706
0.4,1346,100,0.1848556459360615,0.00956601887146031
0.4,1304,300,0.1847732614530321,0.010858372328576577
0.4,1346,150,0.18476385489521696,0.008906309680755094
0.4,1423,300,0.18468897304048576,0.00941191773543805
0.4,1374,200,0.1846704275853857,0.011940664885512773
0.4,1311,200,0.18462228020101754,0.011475749516785117
0.4,1409,150,0.184575153950636,0.007847481786767486
0.4,1367,250,0.18449579483787037,0.009726683474022219
0.4,1234,150,0.18447547193431846,0.010289860425240186
0.4,1423,150,0.1844513134758577,0.009804900428103107
0.4,1283,200,0.18443919731443023,0.010337228858041145
0.4,1360,300,0.18438628530995696,0.01085655517603779
0.4,1381,200,0.18429477860857216,0.010712632410148965
0.4,1325,300,0.1842183163690925,0.007425763612528029
0.4,1346,50,0.1841530672227875,0.007589424077080077
0.4,1276,300,0.1841100139651706,0.00941956460265123
0.4,1255,100,0.18408753488776972,0.014108685842363708
0.4,1353,200,0.18406529677793332,0.011423694181640905
0.4,1241,300,0.18406143967061922,0.009492274843381974
0.4,1360,200,0.1839587842486317,0.011762445463208546
0.4,1388,250,0.18386966072663632,0.008276079088609136
0.4,1276,250,0.18386853288615732,0.009317012476184048
0.4,1283,250,0.18371371846859239,0.009147975251387998
0.4,1269,250,0.18370893696351992,0.008146683054413836
0.4,1409,300,0.18370394531107975,0.0073051396764078035
0.4,1346,25,0.18369765358782691,0.010604192306717882
0.4,1276,150,0.18368056601549854,0.008882117672519625
0.4,1241,250,0.18366330897074876,0.009044306232902576
0.4,1402,100,0.18361657022883376,0.009566889858693818
0.4,1311,250,0.18353065614055836,0.010488571063779916
0.4,1388,200,0.18352374037546923,0.0086475475170291
0.4,1409,200,0.183516017780666,0.007684383677433271
0.4,1388,300,0.1835113242813777,0.008394652520814984
0.4,1290,300,0.18348613467227248,0.008428013480396254
0.4,1409,250,0.18334905716865105,0.007627118981619001
0.4,1276,25,0.18327778214642465,0.012581277385108116
0.4,1360,250,0.18321824470364728,0.011382939237520626
0.4,1395,250,0.1831828973702529,0.009661643303503699
0.4,1255,150,0.18314056779018245,0.013156547152365331
0.4,1381,250,0.18313786569004734,0.009537244630139387
0.6,1423,25,0.18311202622751638,0.04227271905248381
0.4,1290,100,0.18310618719318014,0.010622649816383988
0.4,1318,300,0.18307295643532667,0.008222920085087487
0.4,1269,150,0.18302846157986913,0.009434055804029834
0.4,1381,300,0.18299901386955514,0.009963476342620627
0.4,1311,150,0.18296438232420276,0.011050742227551534
0.6,1318,100,0.18295718059400393,0.02931949228868105
0.4,1269,100,0.18293917139519272,0.011197389412385742
0.4,1290,250,0.1829060709179126,0.007846027410149507
0.4,1255,50,0.18289704674688725,0.011161368440889266
0.4,1241,25,0.18287811429196169,0.015134456132250318
0.4,1353,50,0.18273857113565475,0.012177586665721404
0.4,1332,200,0.18271415361535115,0.00960459446628696
0.4,1423,200,0.18262592813950898,0.009743786961813973
0.4,1325,250,0.18256755962571608,0.007180719451722887
0.4,1395,100,0.1825383526587156,0.01062835913489973
0.4,1409,100,0.18250903478747252,0.009052669828092344
0.4,1248,50,0.1824901382122029,0.010296115363370002
0.4,1304,200,0.18241197832077982,0.010926405034762634
0.4,1339,250,0.18232283816950454,0.006155572142422225
0.4,1339,150,0.18232117582837795,0.007852249740169447
0.4,1276,50,0.18230614007234502,0.011208091626248456
0.6,1332,100,0.1819331419340639,0.028123828698450475
0.4,1325,200,0.18182850807214349,0.006960291588828812
0.4,1234,50,0.18181639293750892,0.010773343087898329
0.4,1339,200,0.18176682335174718,0.007919116221407582
0.6,1332,50,0.18174795076113143,0.061826918045151995
0.4,1248,200,0.18170705966559203,0.006473555568163153
0.4,1276,200,0.18161494184176913,0.008761081322540195
0.4,1325,150,0.18158624555864583,0.007887500040790531
0.4,1248,150,0.1813739585713745,0.005727513548432709
0.4,1339,100,0.18119451129105985,0.007979132967535954
0.4,1304,100,0.1810742430409236,0.009019707353652782
0.4,1332,250,0.18102804175294585,0.009322425147778212
0.4,1332,300,0.18099317348688687,0.009309139207483592
0.4,1248,250,0.18085670665975712,0.007914557708763268
0.4,1395,50,0.18079133992335147,0.0100612194340473
0.4,1297,300,0.18076137367273026,0.007915205068516173
0.4,1241,150,0.18075798518390773,0.009118330757081301
0.4,1248,100,0.1806969796962397,0.006940837411560161
0.4,1311,25,0.1806699432273659,0.0045606623101687
0.4,1241,200,0.18053594453329658,0.008286715274148232
0.4,1311,100,0.1805235225970839,0.00965526473736301
0.4,1388,150,0.18041976960089295,0.009095808497165082
0.4,1388,100,0.1803268544267505,0.008120890896938786
0.4,1248,300,0.1799354214563098,0.00821071166990156
0.4,1297,50,0.17951950276669318,0.014179541785437462
0.4,1241,100,0.1794764975288347,0.009055306545837189
0.4,1304,150,0.179471967000495,0.009927940093932696
0.4,1297,250,0.17916781606989257,0.008976013258921937
0.4,1297,150,0.17907227782593244,0.00861098168161647
0.4,1234,25,0.1790552127917523,0.01219043596828264
0.4,1290,200,0.17862544080726953,0.008882371297083382
0.4,1241,50,0.17812911226892308,0.010942357100787822
0.4,1297,200,0.17807409568093507,0.009580154418945074
0.4,1353,25,0.17770429551875638,0.013339537029100136
0.4,1290,150,0.17756205921449178,0.007562642923608409
0.6,1423,150,0.17753942273938525,0.0365919101755583
0.6,1255,25,0.1774255069659561,0.032708520260558246
0.4,1297,100,0.17697929914721144,0.00965838739205272
0.6,1409,50,0.17608436482026263,0.038892597961498195
0.6,1255,50,0.17483514474169362,0.025020343246981148
0.4,1255,25,0.17457124171916885,0.0155565748257886
0.4,1388,25,0.1743731306987934,0.004771265135254687
0.6,1423,200,0.173971601219104,0.023304779748665246
0.6,1332,150,0.17386237515093775,0.037007899958574314
0.6,1395,100,0.17377594233299137,0.019390002650185763
0.4,1311,50,0.17301896714913442,0.0069307134500175595
0.4,1248,25,0.17154542654732657,0.007341205752638873
0.6,1297,50,0.17112030802415976,0.021956076371616225
0.6,1248,50,0.17055857118004195,0.023098122216076423
0.6,1423,250,0.17033206331505743,0.023285895424881357
0.6,1416,25,0.169980366335718,0.06966722188434477
0.6,1395,150,0.16995308261526146,0.023347889631778335
0.6,1311,25,0.16886625148703574,0.040595935307793984
0.6,1395,200,0.1685090650222271,0.022643261359580658
0.6,1283,100,0.1682125915638077,0.03305161675964054
0.6,1416,150,0.16814655671179213,0.02485708725975181
0.6,1332,200,0.16797106596187356,0.02093178578337085
0.6,1283,150,0.16670088685091172,0.03213644155897753
0.6,1318,200,0.16632746259659761,0.01903571553327432
0.6,1283,300,0.16584236183094256,0.03261360247194534
0.6,1283,250,0.1658208620274284,0.029137164693756386
0.6,1423,300,0.16533339471786135,0.018248713133572785
0.6,1395,250,0.16513419482492697,0.01957598534575853
0.6,1353,50,0.16508682288238938,0.04251703920775057
0.6,1325,50,0.16495867257331237,0.01799951260648936
0.6,1332,250,0.16446383009444157,0.023094885921598723
0.6,1318,150,0.16441968744688049,0.02745371180502542
0.6,1367,25,0.16423750751191296,0.032507031745422285
0.6,1283,200,0.16393244270097002,0.0327291439885097
0.6,1437,300,0.16314373509898003,0.021560338892725715
0.6,1332,300,0.1630831243348214,0.022530863879897847
0.6,1353,25,0.16298861482315882,0.03911541750640847
0.6,1360,25,0.16279162188166912,0.0486378187299307
0.6,1325,100,0.16154220157239613,0.0350413488646194
0.6,1409,100,0.1609062555546243,0.028335755688554416
0.6,1416,200,0.1606407000919511,0.03191129330110975
0.6,1318,250,0.16026010784695685,0.017240129785177957
0.6,1437,50,0.15987442575448252,0.028404320202810997
0.6,1325,200,0.159540536960108,0.02788033766717241
0.6,1409,150,0.15904259853597963,0.027820724272467935
0.6,1290,50,0.15860393687658653,0.022395212843445287
0.6,1430,25,0.15769324260855117,0.029938795776277467
0.6,1255,100,0.15659854607515294,0.02787629108890221
0.6,1395,300,0.15571300246922595,0.024189898964846298
0.6,1416,250,0.15570392087780432,0.02188637012781758
0.6,1276,150,0.15570130629141404,0.029105741809817207
0.6,1409,200,0.15567674063586817,0.019497526564713527
0.6,1416,300,0.15558070092723558,0.021700599168862036
0.6,1248,100,0.15511304815040086,0.034549304147019
0.3,1262,200,0.15500922669515757,0.007226266835623493
0.3,1269,200,0.15500922669515757,0.007226266835623493
0.3,1276,200,0.15500922669515757,0.007226266835623493
0.3,1283,200,0.15500922669515757,0.007226266835623493
0.3,1290,200,0.15500922669515757,0.007226266835623493
0.3,1297,200,0.15500922669515757,0.007226266835623493
0.3,1304,200,0.15500922669515757,0.007226266835623493
0.3,1311,200,0.15500922669515757,0.007226266835623493
0.1,1262,150,0.15500922669515757,0.007226266835623493
0.3,1339,200,0.15500922669515757,0.007226266835623493
0.1,1276,150,0.15500922669515757,0.007226266835623493
0.1,1283,150,0.15500922669515757,0.007226266835623493
0.1,1290,150,0.15500922669515757,0.007226266835623493
0.1,1297,150,0.15500922669515757,0.007226266835623493
0.1,1304,150,0.15500922669515757,0.007226266835623493
0.1,1311,150,0.15500922669515757,0.007226266835623493
0.2,1360,200,0.15500922669515757,0.007226266835623493
0.2,1367,200,0.15500922669515757,0.007226266835623493
0.1,1269,150,0.15500922669515757,0.007226266835623493
0.3,1346,200,0.15500922669515757,0.007226266835623493
0.3,1353,200,0.15500922669515757,0.007226266835623493
0.3,1360,200,0.15500922669515757,0.007226266835623493
0.3,1367,200,0.15500922669515757,0.007226266835623493
0.3,1374,200,0.15500922669515757,0.007226266835623493
0.3,1381,200,0.15500922669515757,0.007226266835623493
0.3,1388,200,0.15500922669515757,0.007226266835623493
0.3,1395,200,0.15500922669515757,0.007226266835623493
0.3,1402,200,0.15500922669515757,0.007226266835623493
0.3,1255,200,0.15500922669515757,0.007226266835623493
0.3,1416,200,0.15500922669515757,0.007226266835623493
0.3,1423,200,0.15500922669515757,0.007226266835623493
0.2,1416,200,0.15500922669515757,0.007226266835623493
0.2,1423,200,0.15500922669515757,0.007226266835623493
